Amino_acid,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos6A,Pos7,Pos8,Pos9,Pos10,Pos11,Pos12,Pos12A,Pos12B,Pos12C,Pos12D,Pos12E,Pos12F,Pos12G,Pos12H,Pos13,Pos13A,Pos13B,Pos13C,Pos13D,Pos13E,Pos13F,Pos13G,Pos13H,Pos14,Pos14A,Pos14B,Pos14C,Pos14D,Pos14E,Pos14F,Pos14G,Pos14H,Pos15,Pos15A,Pos15B,Pos15C,Pos15D,Pos15E,Pos15F,Pos15G,Pos15H,Pos15I,Pos16,Pos16A,Pos17,Pos18,Pos19,Pos19A,Pos20,Pos21,Pos22,Pos22A,Pos22B,Pos22C,Pos22D,Pos22E,Pos22F,Pos23,Pos24,Pos25,Pos26,Pos27,Pos28,Pos29,Pos30,Pos31,Pos32,Pos33,Pos34,Pos35,Pos35A,Pos35B,Pos35C,Pos35D,Pos35E,Pos35F,Pos35G,Pos35H,Pos35I,Pos35J,Pos35K,Pos36,Pos37,Pos37A,Pos38,Pos38A,Pos39,Pos39A,Pos39B,Pos39C,Pos40,Pos40A,Pos41,Pos41A,Pos42,Pos42A,Pos42B,Pos43,Pos43A,Pos43B,Pos43C,Pos44,Pos44A,Pos44B,Pos45,Pos45A,Pos45B,Pos45C,Pos45D,Pos46,Pos46A,Pos46B,Pos46C,Pos46D,Pos46E,Pos47,Pos47A,Pos47B,Pos47C,Pos47D,Pos48,Pos49,Pos50,Pos51,Pos52,Pos52A,Pos52B,Pos52C,Pos52D,Pos52E,Pos52F,Pos52G,Pos52H,Pos52I,Pos52J,Pos53,Pos54,Pos55,Pos56,Pos57,Pos58,Pos59,Pos59A,Pos59B,Pos59C,Pos59D,Pos60,Pos60A,Pos61,Pos61A,Pos61B,Pos61C,Pos61D,Pos62,Pos62A,Pos63,Pos64,Pos64A,Pos64B,Pos65,Pos66,Pos67,Pos68,Pos69,Pos69A,Pos69B,Pos69C,Pos70,Pos70A,Pos70B,Pos70C,Pos70D,Pos70E,Pos70F,Pos71,Pos71A,Pos71B,Pos71C,Pos71D,Pos72,Pos72A,Pos73,Pos73A,Pos73B,Pos73C,Pos73D,Pos73E,Pos74,Pos74A,Pos74B,Pos74C,Pos75,Pos75A,Pos75B,Pos75C,Pos76,Pos76A,Pos76B,Pos76C,Pos76D,Pos77,Pos77A,Pos77B,Pos78,Pos78A,Pos78B,Pos79,Pos79A,Pos79B,Pos80,Pos81,Pos82,Pos82A,Pos82B,Pos82C,Pos82D,Pos82E,Pos83,Pos83A,Pos84,Pos85,Pos86,Pos87,Pos88,Pos89,Pos90,Pos91,Pos92,Pos93,Pos94,Pos95,Pos96,Pos97,Pos98,Pos99,Pos100,Pos100A,Pos100B,Pos100C,Pos100D,Pos100E,Pos100F,Pos100G,Pos100H,Pos100I,Pos100J,Pos100K,Pos100L,Pos100M,Pos100N,Pos100O,Pos100P,Pos100Q,Pos100R,Pos100S,Pos100T,Pos100U,Pos100V,Pos100W,Pos100X,Pos101,Pos102,Pos103,Pos104,Pos104A,Pos104B,Pos104C,Pos105,Pos105A,Pos105B,Pos105C,Pos105D,Pos105E,Pos105F,Pos106,Pos107,Pos107A,Pos107B,Pos107C,Pos108,Pos109,Pos110,Pos111,Pos112,Pos113
L,0,12,8,1165,20,0,0,1,0,0,1,860,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,2,0,1162,0,0,0,0,0,0,0,0,8,2,1,1,51,3,368,7,8,13,16,27,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,2,1,6,24,11,4,3,0,0,0,0,0,0,0,0,3,53,10,5,6,9,1,0,0,0,0,3,0,0,0,0,0,0,2,0,22,4,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,118,0,0,18,0,0,1146,18,12,0,1,1150,0,1,1,0,9,0,0,0,0,18,0,2,0,0,37,12,59,224,56,85,102,51,49,40,28,42,73,96,51,241,44,50,26,22,18,2,6,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,275,0,0,0,0,0
M,0,4,0,1,13,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,17,1,8,692,2,4,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,3,18,2,14,0,0,1,0,0,0,0,0,0,5,0,0,18,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,31,0,0,52,0,0,0,0,0,35,0,1148,0,2,8,0,0,2,0,0,0,0,1,0,123,0,0,0,2,0,5,5,3,1,10,4,8,4,19,15,21,17,11,16,17,4,18,35,17,36,5,43,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,166,6,11,55,118,68,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,122,31,2,1,0,0,0,0,0,0,0,278,158,16,81,0,31,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,24,0,909,0,0,0,0,0,6,0,1,0,17,0,0,0,1085,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,982,240,1,0,0,20,0,0,4,0,0,0,6,0,9,0,8,2,12,15,95,7,55,15,16,27,176,57,18,24,23,27,11,36,239,9,11,3,2,7,0,0,0,0,0,0,0,0,85,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
P,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,5,6,2,97,5,3,22,2,28,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,16,0,1161,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,0,0,0,1,0,0,0,0,0,13,3,3,10,21,0,0,0,0,0,0,2,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,0,1,1,0,0,0,7,0,0,0,0,1087,1,0,0,0,0,0,0,0,0,1,13,214,54,163,37,54,104,97,81,13,21,62,63,107,129,112,96,76,48,10,5,1,2,2,0,0,0,1,0,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,34
Q,471,0,1101,0,430,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,16,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,1,0,2,5,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1154,0,0,0,0,0,1,0,0,0,0,11,0,0,0,19,2,0,3,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,15,0,0,0,0,0,0,0,0,0,2,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1093,0,0,0,0,0,0,98,0,0,2,0,0,0,0,0,0,0,0,2,16,22,16,16,12,8,28,19,23,20,77,11,6,34,26,18,29,3,2,10,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,1016,0,0,0,0,0,0,0,0,0,0,0,892,0,3,0,3,0
R,0,8,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1072,0,0,0,0,0,0,0,0,0,0,8,1,2,10,325,10,2,66,223,25,21,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,0,16,0,0,0,10,0,1,0,2,0,0,9,0,0,0,0,0,0,1119,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,2,260,71,1,0,0,3,0,0,0,0,0,79,12,14,103,17,27,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,20,0,0,0,1184,0,0,0,0,0,0,8,0,0,0,0,0,0,757,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,24,0,0,0,5,0,0,0,0,6,0,0,1,0,0,1,0,0,0,4,0,1,10,0,0,0,132,0,4,0,0,0,0,6,0,2,1,0,17,289,100,151,97,144,53,121,42,76,87,79,79,84,72,74,56,22,25,38,12,0,6,1,0,0,0,0,1,0,0,8,4,19,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0
S,0,0,0,0,0,0,5,1150,0,0,1,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1162,0,11,0,0,1146,0,0,0,0,0,0,0,9,8,1137,0,44,71,66,515,208,45,29,10,19,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,1,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,417,108,0,554,242,9,6,3,0,0,0,0,0,0,526,35,122,543,41,70,13,0,0,0,0,63,0,1,0,0,0,0,1073,0,0,1,0,0,6,0,3,30,4,0,0,0,1151,0,0,0,0,0,0,212,0,0,0,0,0,0,82,0,0,0,0,0,93,0,0,0,10,0,0,0,25,0,0,0,0,5,0,0,0,0,0,38,0,0,0,10,0,115,857,0,1,0,1,0,12,7,0,20,8,4,0,8,0,2,17,51,108,75,72,62,158,281,378,105,134,89,108,93,96,126,144,82,38,13,7,7,2,6,7,2,0,0,0,0,1,16,59,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1126,1111
T,0,0,0,0,4,0,0,9,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,40,0,0,13,0,0,0,0,0,0,0,128,30,8,7,5,882,8,26,76,7,86,5,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,6,102,11,62,48,6,0,1,0,0,0,0,0,0,68,27,29,78,1027,11,1,0,0,0,0,68,0,3,0,0,0,0,9,0,0,6,0,0,1,0,3,1097,9,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,64,0,0,0,0,0,23,0,0,0,12,0,0,0,20,0,0,0,0,1096,0,0,1,0,0,15,0,0,0,6,2,15,15,0,0,0,6,0,5,1,0,1139,0,30,0,3,0,14,49,38,33,61,94,59,48,42,59,47,40,42,39,147,121,47,38,48,11,5,13,14,1,0,0,0,0,0,0,0,0,38,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1167,0,0,0,0,0,1161,1,1,0
V,7,1126,0,6,677,0,0,0,0,0,1,17,1164,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,44,245,2,9,13,6,15,3,15,3,50,46,4,1,0,8,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,29,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0,0,0,12,0,0,0,0,1105,5,38,57,22,10,0,0,0,0,0,0,0,0,0,15,5,17,31,6,21,2,0,0,0,0,31,0,1,0,0,0,0,0,0,1140,0,0,0,0,0,5,1,43,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,927,0,0,4,0,0,1,1,10,1,5,18,0,0,0,0,4,0,0,0,0,900,0,6,0,16,44,114,48,25,104,32,34,85,70,78,28,71,53,35,30,41,37,17,24,6,5,3,4,2,1,0,0,0,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1184,0,1166,0,0
W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,4,5,3,0,3,0,0,0,0,0,0,0,0,0,0,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,3,0,0,407,0,0,0,0,0,0,0,0,0,10,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,19,35,78,36,15,11,34,35,17,108,16,50,19,6,22,11,0,5,5,0,0,0,0,2,0,0,0,0,3,1,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,139,4,93,0,101,886,31,5,7,9,1,0,0,0,0,0,0,0,0,0,0,35,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,34,2,0,6,0,0,0,0,0,0,0,13,41,1,15,1,712,1139,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1181,1133,0,1,11,3,47,23,32,272,119,115,80,86,124,329,184,135,30,67,287,117,547,198,72,22,38,12,9,3,0,2,0,0,0,28,904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
